route_id,agency_id,route_short_name,route_long_name,route_desc,route_type
"460","60","96AG","JNAMBA096","Expreso x Au. 25deMayo y AU1 - Pza. Constitución - Bº Esperanza: a B° Esperanza",3
"461","60","96AG","JNAMBA096","Expreso x Au. 25deMayo y AU1 - Pza. Constitución - Bº Esperanza: Expreso x Au. 25deMayo y AU1 - Pza. Constitución",3
"462","60","96AH","JNAMBA096","Expreso x Au. 25deMayo y AU1 - Pza. Constitución - Est. Laferrere: a Est. Laferrere",3
"463","60","96AH","JNAMBA096","Expreso x Au. 25deMayo y AU1 - Pza. Constitución - Est. Laferrere: a Expreso x Au. 25deMayo y AU1 - Pza Constitución",3
"593","60","96B","JNAMBA096","Pza. Constitución - Est. González Catán: a Est. González Catán",3
"594","60","96B","JNAMBA096","Pza. Constitución - Est. González Catán: a Pza. Constitución",3
"595","60","96C","JNAMBA096","Pza. Constitución x Av. Rivadavia - Est. Rafael Castillo: a Est. Rafael Castillo",3
"596","60","96C","JNAMBA096","Pza. Constitución x Av. Rivadavia - Est. Rafael Castillo: a Pza. Constitución x Av. Rivadavia",3
"597","60","96D","JNAMBA096","Pza. Constitución x Av. Rivadavia - Bº San Alberto: a B° San Alberto",3
"598","60","96D","JNAMBA096","Pza. Constitución x Av. Rivadavia - Bº San Alberto: a Pza. Constitución x Av. Rivadavia",3
"599","60","96E","JNAMBA096","Pza. Constitución - Bº La Foresta: a B° La Foresta",3
"600","60","96E","JNAMBA096","Pza. Constitución - Bº La Foresta: a Pza. Constitución",3
"602","60","96F","JNAMBA096","Pza. Constitución x Av. Rivadavia - Villa Scasso: a Pza. Constitución x Av. Rivadavia",3
"601","60","96F","JNAMBA096","Pza. Constitución x Av. Rivadavia - Villa Scasso: a Villa Scasso",3
"603","60","96G","JNAMBA096","Pza. Constitución x Av. Rivadavia - Bº Esperanza: a B° Esperanza",3
"604","60","96G","JNAMBA096","Pza. Constitución x Av. Rivadavia - Bº Esperanza: a Pza. Constitución x Av. Rivadavia",3
"605","60","96H","JNAMBA096","Pza. Constitución x Av. Rivadavia - Est. Laferrere: a Est. Laferrere",3
"606","60","96H","JNAMBA096","Pza. Constitución x Av. Rivadavia - Est. Laferrere: a Pza. Constitución x Av. Rivadavia",3
"607","60","96I","JNAMBA096","Pza. Constitución x Av. Rivadavia - Est. Laferrere: a Est. Laferrere",3
"608","60","96I","JNAMBA096","Pza. Constitución x Av. Rivadavia - Est. Laferrere: a Pza. Constitución x Av. Rivadavia",3
"408","60","96J","JNAMBA096","Pra. Junta x Av. Rivadavia - Pontevedra: a Pontevedra",3
"409","60","96J","JNAMBA096","Pra. Junta x Av. Rivadavia - Pontevedra: a Pra. Junta x Av. Rivadavia",3
"410","60","96K","JNAMBA096","Pra. Junta x KM32 - Est. González Catán: a Est. González Catán",3
"411","60","96K","JNAMBA096","Pra. Junta x KM32 - Est. González Catán: a Pra. Junta x KM32",3
"412","60","96L","JNAMBA096","Pra. Junta x Av. Rivadavia - Est. Rafael Castilo: a Est. Rafael Castilo",3
"413","60","96L","JNAMBA096","Pra. Junta x Av. Rivadavia - Est. Rafael Castilo: a Pra. Junta x Av. Rivadavia",3
"414","60","96M","JNAMBA096","Pra. Junta x Av. Rivadavia - Bº San Alberto: a B° San Alberto",3
"415","60","96M","JNAMBA096","Pra. Junta x Av. Rivadavia - Bº San Alberto: a Pra. Junta x Av. Rivadavia",3
"416","60","96N","JNAMBA096","Pra. Junta - Bº La Foresta: a B° La Foresta",3
"417","60","96N","JNAMBA096","Pra. Junta - Bº La Foresta: a Pra. Junta",3
"418","60","96Ñ","JNAMBA096","Pra. Junta x Av. Rivadavia - Bº Esperanza: a B° Esperanza",3
"419","60","96Ñ","JNAMBA096","Pra. Junta x Av. Rivadavia - Bº Esperanza: a Pra. Junta x Av. Rivadavia",3
"420","60","96O","JNAMBA096","Pra. Junta x Av. Rivadavia - Est. Laferrere: a Est. Laferrere",3
"421","60","96O","JNAMBA096","Pra. Junta x Av. Rivadavia - Est. Laferrere: a Pra. Junta x Av. Rivadavia",3
"424","60","96P","JNAMBA096","Pra. Junta x Av. Rivadavia - - Est. Laferrere: a Est. Laferrere",3
"425","60","96P","JNAMBA096","Pra. Junta x Av. Rivadavia - - Est. Laferrere: a Pra. Junta x Av. Rivadavia -",3
"426","60","96Q","JNAMBA096","Pra. Junta x Av. Rivadavia - - Est. Laferrere: a Est. Laferrere",3
"427","60","96Q","JNAMBA096","Pra. Junta x Av. Rivadavia - - Est. Laferrere: a Pra. Junta x Av. Rivadavia -",3
"429","60","96R","JNAMBA096","Liniers - Pontevedra: a Liniers",3
"428","60","96R","JNAMBA096","Liniers - Pontevedra: a Pontevedra",3
"430","60","96S","JNAMBA096","Liniers - Est. González Catán: a Est. González Catán",3
"431","60","96S","JNAMBA096","Liniers - Est. González Catán: a Liniers",3
"432","60","96T","JNAMBA096","Liniers - Est. Rafael Castillo: a Est. Rafael Castillo",3
"433","60","96T","JNAMBA096","Liniers - Est. Rafael Castillo: a Liniers",3
"434","60","96U","JNAMBA096","Liniers - Bº San Alberto: a B° San Alberto",3
"435","60","96U","JNAMBA096","Liniers - Bº San Alberto: a Liniers",3
"436","60","96V","JNAMBA096","Liniers - Bº la ForEst.: a B° la ForEst.",3
"437","60","96V","JNAMBA096","Liniers - Bº la ForEst.: a Liniers",3
"439","60","96W","JNAMBA096","Liniers - Villa Scasso: a Liniers",3
"438","60","96W","JNAMBA096","Liniers - Villa Scasso: a Villa Scasso",3
"440","60","96X","JNAMBA096","Liniers - Bº Esperanza: a B° Esperanza",3
"441","60","96X","JNAMBA096","Liniers - Bº Esperanza: a Liniers",3
"442","60","96Y","JNAMBA096","Liniers x RN 3 - Est. Laferrere: a Est. Laferrere",3
"443","60","96Y","JNAMBA096","Liniers x RN 3 - Est. Laferrere: a Liniers x RN 3",3
"446","60","96Z","JNAMBA096","Liniers x RN 3 - Est. Laferrere: a Est. Laferrere",3
"447","60","96Z","JNAMBA096","Liniers x RN 3 - Est. Laferrere: a Liniers x RN 3",3
"610","61","97A","JNAMBA097","Constitución - Est. Morón: a Constitución",3
"609","61","97A","JNAMBA097","Constitución - Est. Morón: a Est. Morón",3
"612","61","97B","JNAMBA097","Constitución - Mercado Central (Aldo Bonzi): a Constitución",3
"611","61","97B","JNAMBA097","Constitución - Mercado Central (Aldo Bonzi): a Mercado Central (Aldo Bonzi)",3
"613","61","97C","JNAMBA097","Constitución - Bº San Alberto: a B° San Alberto",3
"614","61","97C","JNAMBA097","Constitución - Bº San Alberto: a Constitución",3
"615","62","98A","JNAMBA098","Balneario de Quilmes: 1 a Balneario Quilmes",3
"616","62","98A","JNAMBA098","Balneario de Quilmes: a Once",3
"617","62","98B","JNAMBA098","Balneario de Quilmes: 2 a Balneario Quilmes",3
"618","62","98B","JNAMBA098","Balneario de Quilmes: a Once",3
"619","62","98C","JNAMBA098","Villa España: 3 (Verde) a Villa España",3
"620","62","98C","JNAMBA098","Villa España: a Once",3
"621","62","98D","JNAMBA098","Villa España: 3 (Negro) a Villa España",3
"622","62","98D","JNAMBA098","Villa España: a Once",3
"623","62","98E","JNAMBA098","Villa España: 5 a Villa España",3
"624","62","98E","JNAMBA098","Villa España: a Once",3
"625","62","98F","JNAMBA098","Bº Grafico: 116 a B° Gráfico",3
"626","62","98F","JNAMBA098","Bº Grafico: a Once",3
"1522","29","99A","JNAMBA099","Av. J. B. Justo y Gallardo - Pto. Bs. As.: a Correo Central",3
"1523","29","99A","JNAMBA099","Av. J. B. Justo y Gallardo - Pto. Bs. As.: Velez Sarsfield",3
"181","7","100A","JNAMBA100","Est. Lanus - Darsena D: a Darsena D",3
"180","7","100A","JNAMBA100","Est. Lanus - Darsena D: a Est. Lanus",3
"191","7","100B","JNAMBA100","Est. Lanus - Darsena D x Guemes: a Darsena D x Guemes",3
"190","7","100B","JNAMBA100","Est. Lanus - Darsena D x Guemes: a Est. Lanus",3
"185","7","100C","JNAMBA100","Lynch y Aguapey - Darsena D: a Darsena D",3
"184","7","100C","JNAMBA100","Lynch y Aguapey - Darsena D: a Lynch y Aguapey",3
"1601","3","101A","JNAMBA101","Ramal Bº Samoré: a B° Samore",3
"1600","3","101A","JNAMBA101","Ramal Bº Samoré: a Retiro",3
"1615","3","101B","JNAMBA101","Ramal Necol y C. de Alas: a Pte. Alsina",3
"1614","3","101B","JNAMBA101","Ramal Necol y C. de Alas: a Retiro",3
"564","3","101C","JNAMBA101","Expreso: a Pza. Miserere",3
"563","3","101C","JNAMBA101","Expreso: a Retiro",3
"1441","2","102A","JNAMBA102","Av. Patricios y Rocha Casares y Gelly: a Av. Patricios y Rocha",3
"627","81","103A","JNAMBA103","Ramal A - Carlos Calvo y Azopardo - Est. Tapiales: Ramal A - Carlos Calvo y Azopardo",3
"1745","81","103B","JNAMBA103","Ramal B - Carlos Calvo y Azopardo - Mataderos: Ramal B - Carlos Calvo y Azopardo",3
"1744","81","103B","JNAMBA103","Ramal B - Carlos Calvo y Azopardo - Mataderos: Ramal B - Mataderos",3
"1748","81","103C","JNAMBA103","Ramal C - Pra. Junta - Est. Tapiales: Ramal C - Est. Tapiales",3
"1749","81","103C","JNAMBA103","Ramal C - Pra. Junta - Est. Tapiales: Ramal C - Pra. Junta",3
"1751","81","103D","JNAMBA103","Ramal D - Carlos Calvo y Azopardo - Pra. Junta: Ramal D - Carlos Calvo y Azopardo",3
"1750","81","103D","JNAMBA103","Ramal D - Carlos Calvo y Azopardo - Pra. Junta: Ramal D - Pra. Junta",3
"628","71","105A","JNAMBA105","Ramal Santos Lugares: Santos Lugares / Caseros - IDA",3
"629","71","105A","JNAMBA105","Ramal Santos Lugares: Santos Lugares / Caseros - VUELTA",3
"630","71","105B","JNAMBA105","Ramal Golf: Golf - IDA",3
"631","71","105B","JNAMBA105","Ramal Golf: Golf - VUELTA",3
"70","29","106A","JNAMBA106","Est. Liniers - Retiro: a Liniers",3
"69","29","106A","JNAMBA106","Est. Liniers - Retiro: a Retiro",3
"11","4","107A","JNAMBA107","Eva Peron - Cdad. Universitaria: a Cdad. Universitaria",3
"12","4","107A","JNAMBA107","Eva Peron - Cdad. Universitaria: a Eva Peron",3
"470","4","107B","JNAMBA107","Cdad. Universitaria - Av. La Salle y E. Peron: a Cdad. Universitaria",3
"471","4","107B","JNAMBA107","Cdad. Universitaria - Av. La Salle y E. Peron: x Ramsay",3
"21","16","108A","JNAMBA108","Retiro - Croacia y Bergamini: a Liniers",3
"22","16","108A","JNAMBA108","Retiro - Croacia y Bergamini: a Retiro",3
"76","24","109A","JNAMBA109","Est. Liniers - Correo Central: a Correo Central",3
"77","24","109A","JNAMBA109","Est. Liniers - Correo Central: Est. Liniers",3
"285","24","109B","JNAMBA109","B - Alvarez Jonte y Gvilan - Correo Central: a Correo Central",3
"286","24","109C","JNAMBA109","C-Expreso - Est. Liniers - Correo Central: a Correo Central",3
"287","24","109C","JNAMBA109","C-Expreso - Est. Liniers - Correo Central: C-Expreso - Est. Liniers",3
"82","19","110A","JNAMBA110","Fac. de Derecho - Villa Martelli x Saavedra: a Fac. de Derecho x Saavedra",3
"81","19","110A","JNAMBA110","Fac. de Derecho - Villa Martelli x Saavedra: a Villa Martelli x Saavedra",3
"84","19","110B","JNAMBA110","Fac. de Derecho - Villa Martelli x Constituyentes: a Fac. de Derecho x Constituyentes",3
"83","19","110B","JNAMBA110","Fac. de Derecho - Villa Martelli x Constituyentes: a Villa Martelli x Constituyentes",3
"522","22","111A","JNAMBA111","Carlos Calvo y Azopardo x Villa Concepción - Italia Partido Gral. San Martin: a Carlos Calvo y Azopardo x Villa Concepción",3
"521","22","111A","JNAMBA111","Carlos Calvo y Azopardo x Villa Concepción - Italia Partido Gral. San Martin: a Italia Partido Gral. San Martin",3
"544","22","111B","JNAMBA111","Carlos Calvo y Azopardo x Av. De los Constituyentes - Italia Partido Gral. San Martin: a CarlosCalvo y Azopardo x Avde losConstituyentes",3
"543","22","111B","JNAMBA111","Carlos Calvo y Azopardo x Av. De los Constituyentes - Italia Partido Gral. San Martin: a Italia Partido Gral. San Martin",3
"542","22","111C","JNAMBA111","Carlos Calvo y Azopardo x Villa Concepción - Italia Partido Gral. San Martin: a Carlos Calvo y Azopardo x Villa Concepción",3
"541","22","111C","JNAMBA111","Carlos Calvo y Azopardo x Villa Concepción - Italia Partido Gral. San Martin: a Italia Partido Gral. San Martin",3
"540","22","111D","JNAMBA111","Carlos Calvo y Azopardo - Chacarita: a Carlos Calvo y Azopardo",3
"539","22","111D","JNAMBA111","Carlos Calvo y Azopardo - Chacarita: a Chacarita",3
"537","22","111E","JNAMBA111","Carlos Calvo y Azopardo - Av. De los Constituyentes y Av. Gral Paz: a Av. De los Constituyentes y Av. Gral Paz",3
"538","22","111E","JNAMBA111","Carlos Calvo y Azopardo - Av. De los Constituyentes y Av. Gral Paz: a Carlos Calvo y Azopardo",3
"527","22","111F","JNAMBA111","Carlos Calvo y Azopardo x Paraguay - Av. De los Constituyentes y Av. Gral Paz: a Av. De los Constituyentes y Av. Gral Paz",3
"528","22","111F","JNAMBA111","Carlos Calvo y Azopardo x Paraguay - Av. De los Constituyentes y Av. Gral Paz: a Carlos Calvo y Azopardo x Paraguay",3
"194","30","113A","JNAMBA113","Est. Belgrano - San Justo: a Boyaca",3
"195","30","113A","JNAMBA113","Est. Belgrano - San Justo: a Gavilan",3
"196","30","113B","JNAMBA113","Est. Belgrano x José Aritgas - San Justo: a Artigas",3
"1529","25","114A","JNAMBA114","A - Est. Belgrano - Term. Pte. La Noria: A - Est. Belgrano",3
"1528","25","114A","JNAMBA114","A - Est. Belgrano - Term. Pte. La Noria: a Term. Pte. La Noria",3
"1530","25","114B","JNAMBA114","B - Est. Belgrano - Term. Pte. La Noria x Pque. de la Ciudad: a Term. Pte. La Noria x Pque. de la Ciudad",3
"1531","25","114B","JNAMBA114","B - Est. Belgrano - Term. Pte. La Noria x Pque. de la Ciudad: B - Est. Belgrano",3
"1532","25","114C","JNAMBA114","C - Est. Belgrano - Av. Cnel. Roca y Saladillo: Av. Cnel. Roca y Saladillo",3
"1533","25","114C","JNAMBA114","C - Est. Belgrano - Av. Cnel. Roca y Saladillo: C - Est. Belgrano",3
"1848","7","115A","JNAMBA115","Retiro - Bº Gral. Manuel Savio: a B° Gral. Manuel Savio",3
"1849","7","115A","JNAMBA115","Retiro - Bº Gral. Manuel Savio: a Retiro",3
"1944","7","115B","JNAMBA115","Retiro - Pza. Miserere: a Pza. Miserere",3
"1945","7","115B","JNAMBA115","Retiro - Pza. Miserere: a Retiro",3
"545","21","117A","JNAMBA117","Est. Rivadavia - Est. Ing. Budge: a Est.Rivadavia",3
"548","21","117B","JNAMBA117","Iparraguirre y Juan XXIII - Est. Liniers: a Est.Rivadavia x Baradero",3
"547","21","117B","JNAMBA117","Iparraguirre y Juan XXIII - Est. Liniers: a Villa Albertina - Sta Marta x Baradero",3
"546","21","117C","JNAMBA117","Est. Liniers - Est. Rivadavia: a Liniers",3
"1824","42","118A","JNAMBA118","Pque. Patricios - Est. Belgrano: A - Bcas. de Belgrano",3
"1825","42","118A","JNAMBA118","Pque. Patricios - Est. Belgrano: A - Pque. Patricios",3
"1826","42","118B","JNAMBA118","Pza. Miserere - Est. Belgrano: B - Bcas. de Belgrano",3
"1827","42","118B","JNAMBA118","Pza. Miserere - Est. Belgrano: B - Pza. Miserere",3
"2005","83","119A","JNAMBA119","Estación Chacarita - Estación Lanús: Centro Transbordo Chacarita",3
"2006","83","119A","JNAMBA119","Estación Chacarita - Estación Lanús: Est. Lanus",3
"633","92","123A","JNAMBA123","Chacarita - El Palomar: a Chacarita",3
"632","92","123A","JNAMBA123","Chacarita - El Palomar: a El Palomar",3
"634","6","124A","JNAMBA124","Fac. de Derecho - 9 de Julio y C. Pellegrini: a 9 de Julio y C. Pellegrini",3
"635","6","124A","JNAMBA124","Fac. de Derecho - 9 de Julio y C. Pellegrini: a Fac. de Derecho",3
"636","6","124B","JNAMBA124","Fac. de Derecho - Baigorria y Av. Nazca: a Baigorria y Av. Nazca",3
"637","6","124B","JNAMBA124","Fac. de Derecho - Baigorria y Av. Nazca: a Fac. de Derecho",3
"1991","43","126A","JNAMBA126","Retiro - Av. Mons. Rodolfo Bufano: a Cement. de Villegas",3
"1992","43","126A","JNAMBA126","Retiro - Av. Mons. Rodolfo Bufano: a Tribunales de Retiro/Htal. Ferroviario",3
"1993","43","126B","JNAMBA126","Retiro - Peribebuy y Mocoretá: a Tablada",3
"1994","43","126B","JNAMBA126","Retiro - Peribebuy y Mocoretá: a Tribunales de Retiro/Htal. Ferroviario",3
"1996","43","126C","JNAMBA126","Av. Directorio y Av. José María Moreno - Av. Mons. Rodolfo Bufano: a Av. Directorio y Av. José Marí­a Moreno",3
"1995","43","126C","JNAMBA126","Av. Directorio y Av. José María Moreno - Av. Mons. Rodolfo Bufano: a Av. Mons. Rodolfo Bufano",3
"1998","43","126D","JNAMBA126","Av. Directorio y Av. José María Moreno - Peribebuy y Mocoretá: a Av. Directorio y Av. José Marí­a Moreno",3
"1997","43","126D","JNAMBA126","Av. Directorio y Av. José María Moreno - Peribebuy y Mocoretá: a Peribebuy y Mocoretá",3
"2000","43","126E","JNAMBA126","Expreso x Autop. - Retiro - Av. Mons. Rodolfo Bufano: a Cement. de Villegas",3
"1999","43","126E","JNAMBA126","Expreso x Autop. - Retiro - Av. Mons. Rodolfo Bufano: Expreso x Autop.",3
"2002","43","126F","JNAMBA126","Expreso x Autop. - Retiro - Peribebuy y Mocoretá: a Tablada",3
"2001","43","126F","JNAMBA126","Expreso x Autop. - Retiro - Peribebuy y Mocoretá: Expreso x Autop.",3
"549","22","127A","JNAMBA127","Pza. Martin Fierro - colectora Panamericana y Ruta 202: a Panamericana y Ruta 202",3
"550","22","127A","JNAMBA127","Pza. Martin Fierro - colectora Panamericana y Ruta 202: a Pza Martí­n Fierro",3
"1621","31","128A","JNAMBA128","Pza. Italia - Valentín Alsina: a Pza. Italia",3
"1620","31","128A","JNAMBA128","Pza. Italia - Valentín Alsina: a Valentin Alsina",3
"1535","25","129A","JNAMBA129","A - Pza. de Miserere - Term. Ómnibus La Plata: A - Pza. de Miserere",3
"1534","25","129A","JNAMBA129","A - Pza. de Miserere - Term. Ómnibus La Plata: a Term. Ómnibus La Plata",3
"1536","25","129B","JNAMBA129","B - Pza. de Miserere - Term. Ómnibus La Plata: a Term. Ómnibus La Plata",3
"1537","25","129B","JNAMBA129","B - Pza. de Miserere - Term. Ómnibus La Plata: B - Pza. de Miserere",3
"1538","25","129C","JNAMBA129","C - Pza. de Miserere - Rotonda Gutiérrez: a Rotonda Gutiérrez",3
"1539","25","129C","JNAMBA129","C - Pza. de Miserere - Rotonda Gutiérrez: C - Pza. de Miserere",3
"1540","25","129D","JNAMBA129","D - Pza. de Miserere - Term. Ómnibus La Plata: a Term. Ómnibus La Plata",3
"1541","25","129D","JNAMBA129","D - Pza. de Miserere - Term. Ómnibus La Plata: D - Pza. de Miserere",3
"1542","25","129E","JNAMBA129","E - Pza. de Miserere - Term. Ómnibus La Plata: a Term. Ómnibus La Plata",3
"1543","25","129E","JNAMBA129","E - Pza. de Miserere - Term. Ómnibus La Plata: E - Pza. de Miserere",3
"1544","25","129F","JNAMBA129","F - Pza. de Miserere - Term. Ómnibus La Plata: a Term. Ómnibus La Plata",3
"1545","25","129F","JNAMBA129","F - Pza. de Miserere - Term. Ómnibus La Plata: F - Pza. de Miserere",3
"1546","25","129G","JNAMBA129","G - Pza. de Miserere - Bº El Rocío: a B° El Rocí­o",3
"1547","25","129G","JNAMBA129","G - Pza. de Miserere - Bº El Rocío: a G - Pza. de Miserere",3
"1548","25","129H","JNAMBA129","H - Pza. de Miserere - Ing. Allan: a Ing. Allan",3
"1549","25","129H","JNAMBA129","H - Pza. de Miserere - Ing. Allan: H - Pza. de Miserere",3
"1550","25","129I","JNAMBA129","I - Pza. de Miserere - Term. Ómnibus La Plata: a Term. Ómnibus La Plata",3
"1551","25","129I","JNAMBA129","I - Pza. de Miserere - Term. Ómnibus La Plata: I - Pza. de Miserere",3
"1552","25","129J","JNAMBA129","J - Pza. Constitución - Term. Ómnibus La Plata: a Term. Ómnibus La Plata",3
"1553","25","129J","JNAMBA129","J - Pza. Constitución - Term. Ómnibus La Plata: J - Pza. Constitución",3
"1554","25","129K","JNAMBA129","K - Pza. Constitución - Bº Marítimo: a B° Marí­timo",3
"1555","25","129K","JNAMBA129","K - Pza. Constitución - Bº Marítimo: K - Pza. Constitución",3
"1556","25","129L","JNAMBA129","L - Retiro - Term. Ómnibus La Plata: a Term. Ómnibus La Plata",3
"1557","25","129L","JNAMBA129","L - Retiro - Term. Ómnibus La Plata: L - Retiro",3
"1558","25","129M","JNAMBA129","M - Retiro - Term. Ómnibus La Plata: a Term. Ómnibus La Plata",3
"1559","25","129M","JNAMBA129","M - Retiro - Term. Ómnibus La Plata: M - Retiro",3
"1560","25","129N","JNAMBA129","N - Retiro - Term. Ómnibus La Plata: a Term. Ómnibus La Plata",3
"1561","25","129N","JNAMBA129","N - Retiro - Term. Ómnibus La Plata: N - Retiro",3
"1562","25","129Ñ","JNAMBA129","Ñ - Retiro - Est. Fcio. Varela: Est. Fcio. Varela",3
"1563","25","129Ñ","JNAMBA129","Ñ - Retiro - Est. Fcio. Varela: í‘ - Retiro",3
"1564","25","129O","JNAMBA129","O - Est. Marcelo T. de Alvear - Term. Ómnibus La Plata: a Term. Ómnibus La Plata",3
"1565","25","129O","JNAMBA129","O - Est. Marcelo T. de Alvear - Term. Ómnibus La Plata: O - Est. Marcelo T. de Alvear",3
"1566","25","129P","JNAMBA129","P-Expreso - Pza. de Miserere - Term. Ómnibus La Plata: a Term. Ómnibus La Plata",3
"1567","25","129P","JNAMBA129","P-Expreso - Pza. de Miserere - Term. Ómnibus La Plata: P-Expreso - Pza. de Miserere",3
"1568","25","129Q","JNAMBA129","Q-Expreso - Retiro - Term. Ómnibus La Plata: a Term. Ómnibus La Plata",3
"1569","25","129Q","JNAMBA129","Q-Expreso - Retiro - Term. Ómnibus La Plata: Q-Expreso - Retiro",3
"1570","25","129R","JNAMBA129","R-Expreso - Est. Marcelo T. de Alvear - Term. Ómnibus La Plata: a Term. Ómnibus La Plata",3
"1571","25","129R","JNAMBA129","R-Expreso - Est. Marcelo T. de Alvear - Term. Ómnibus La Plata: R-Expreso - Est. Marcelo T. de Alvear",3
"197","32","130A","JNAMBA130","La Boca - Est. Boulogne: a Est. Bulogne",3
"198","32","130A","JNAMBA130","La Boca - Est. Boulogne: a La Boca x Munro",3
"199","32","130B","JNAMBA130","La Boca - Est. Boulogne x Au. Ing. Pascual Palazzo: a Est. Bulogne",3
"200","32","130B","JNAMBA130","La Boca - Est. Boulogne x Au. Ing. Pascual Palazzo: a La Boca x Autop.",3
"2020","12","132A","JNAMBA132","Cement. de Flores x Av. Carabobo - Retiro: a Cement. de Flores x Av. Carabobo",3
"2019","12","132A","JNAMBA132","Cement. de Flores x Av. Carabobo - Retiro: a Retiro",3
"2024","12","132B","JNAMBA132","Cement. de Flores x Pza. Pueyrredon - Retiro: a Cement. de Flores x Pza. Pueyrredon",3
"2023","12","132B","JNAMBA132","Cement. de Flores x Pza. Pueyrredon - Retiro: a Retiro",3
"2022","12","132C","JNAMBA132","Pza. Miserere - Retiro: a Pza. Miserere",3
"2021","12","132C","JNAMBA132","Pza. Miserere - Retiro: a Retiro",3
"1719","430","133A","JNAMBA133","A - Barracas - Florida: A - Barracas",3
"1718","430","133A","JNAMBA133","A - Barracas - Florida: A - Florida",3
"1721","430","133B","JNAMBA133","B - Barracas - Nazca y Gaona: B - Barracas",3
"1720","430","133B","JNAMBA133","B - Barracas - Nazca y Gaona: B - Nazca y Gaona",3
"1723","430","133C","JNAMBA133","C - Est. Gral. Urquiza - Florida: C - Est. Gral. Urquiza",3
"1722","430","133C","JNAMBA133","C - Est. Gral. Urquiza - Florida: C - Florida",3
"1725","430","133D","JNAMBA133","D - Barracas - Est. Transf. Vte. López: D - Barracas",3
"1724","430","133D","JNAMBA133","D - Barracas - Est. Transf. Vte. López: D - Est. Transf. Vte. López",3
"201","7","134A","JNAMBA134","Bº Nicolas Avellaneda - Est. Devoto: a B° Nicolas Avellaneda",3
"202","7","134A","JNAMBA134","Bº Nicolas Avellaneda - Est. Devoto: a Est. Devoto",3
"310","7","134B","JNAMBA134","Pedernera y Av. Rivadavia - Cantilo y Sanabria: a Pedernera y Av. Rivadavia",3
"1794","10","135A","JNAMBA135","Pte. Uriburu - Posadas: a Htal. Posadas",3
"1795","10","135A","JNAMBA135","Pte. Uriburu - Posadas: a Pte. Alsina",3
"1452","77","136A","JNAMBA136","Ramal A - Pra. Junta - Navarro: Ramal A - a Navarro",3
"1453","77","136A","JNAMBA136","Ramal A - Pra. Junta - Navarro: Ramal A - Pra. Junta",3
"1454","77","136B","JNAMBA136","Ramal B - Pra. Junta - Marcos Paz: Ramal B - a Marcos Paz",3
"1455","77","136B","JNAMBA136","Ramal B - Pra. Junta - Marcos Paz: Ramal B - Pra. Junta",3
"1456","77","136C","JNAMBA136","Ramal C - Pra. Junta - Bº Pque. San Martín: Ramal C - a B° Pque. San Martí­n",3
"1457","77","136C","JNAMBA136","Ramal C - Pra. Junta - Bº Pque. San Martín: Ramal C - Pra. Junta",3
"1458","77","136D","JNAMBA136","Ramal D - Liniers - Marcos Paz: Ramal D - a Marcos Paz",3
"1459","77","136D","JNAMBA136","Ramal D - Liniers - Marcos Paz: Ramal D - Liniers",3
"1838","77","136E","JNAMBA136","Ramal F - Pra. Junta - Est. Central Merlo: Ramal F - a Est. Central Merlo",3
"1839","77","136E","JNAMBA136","Ramal F - Pra. Junta - Est. Central Merlo: Ramal F - Pra. Junta",3
"1711","430","140A","JNAMBA140","A - CCK - Est. Boulogne (Línea Mitre): A - CCK",3
"1710","430","140A","JNAMBA140","A - CCK - Est. Boulogne (Línea Mitre): A - Est. Boulogne (Lí­nea Mitre)",3
"1714","430","140B","JNAMBA140","B - CCK - Alvarez Thomas y Lacroze: B - Alvarez Thomas y Lacroze",3
"1715","430","140B","JNAMBA140","B - CCK - Alvarez Thomas y Lacroze: B - CCK",3
"1713","430","140C","JNAMBA140","C - CCK - Est. Gral. Urquiza (Línea Mitre): C - CCK",3
"1712","430","140C","JNAMBA140","C - CCK - Est. Gral. Urquiza (Línea Mitre): C - Est. Gral. Urquiza (Lí­nea Mitre)",3
"1716","430","140D","JNAMBA140","D - CCK - Av. Congreso y Bucarelli: D - Av. Congreso y Bucarelli",3
"1717","430","140D","JNAMBA140","D - CCK - Av. Congreso y Bucarelli: D - CCK",3
"1573","25","143A","JNAMBA143","A - Pto. Nuevo - Tapiales: A - Pto. Nuevo",3
"1572","25","143A","JNAMBA143","A - Pto. Nuevo - Tapiales: a Tapiales",3
"1574","25","143B","JNAMBA143","B - Pto. Nuevo x Soldado Juan Rava - Tapiales: a Tapiales",3
"1575","25","143B","JNAMBA143","B - Pto. Nuevo x Soldado Juan Rava - Tapiales: B - Pto. Nuevo x Soldado Juan Rava",3
"1576","25","143C","JNAMBA143","C - Pto. Nuevo x Unanué y Av. Gral. Fraco. Fernandez de la Cruz - Tapiales: a Tapiales",3
"1577","25","143C","JNAMBA143","C - Pto. Nuevo x Unanué y Av. Gral. Fraco. Fernandez de la Cruz - Tapiales: C-Pto. Nuevo x Unanué y Av. Gral.Fco.FdezdelaCruz",3
"1578","25","143D","JNAMBA143","D - Pto. Nuevo - Pte. La Noria: a Pte. La Noria",3
"1579","25","143D","JNAMBA143","D - Pto. Nuevo - Pte. La Noria: D - Pto. Nuevo",3
"1581","25","143E","JNAMBA143","E - Pto. Nuevo x Unanué - Villa Celina: a E - Pto. Nuevo x Unanué",3
